,État,Marque,Date,nom,Prix,Description,keep,cat
279,NEUF SANS ÉTIQUETTE,PRADA,2022-04-06,,110.0,"T-SHIRT INDÉMODABLE PRADA EN COTON RAYÉ À ENCOLURE BATEAU. LA COULEUR EST BLEU ET BLANC. IL Y A AUSSI UNE ÉTIQUETTE PRADA À L'ARRIÈRE DU COU. SA TAILLE M MAIS POUR ÊTRE HONNÊTE C'EST UN PETIT AJUSTEMENT, PLUS UN S. IRAIT AUSSI À UNE FILLE.TRADUIRE",True,UltraFashion
280,NEUF SANS ÉTIQUETTE,PRADA,2022-04-06,,110.0,"T-SHIRT INDÉMODABLE PRADA EN COTON RAYÉ À ENCOLURE BATEAU. LA COULEUR EST BLEU ET BLANC. IL Y A AUSSI UNE ÉTIQUETTE PRADA À L'ARRIÈRE DU COU. SA TAILLE M MAIS POUR ÊTRE HONNÊTE C'EST UN PETIT AJUSTEMENT, PLUS UN S. IRAIT AUSSI À UNE FILLE.TRADUIRE",True,UltraFashion
281,TRÈS BON ÉTAT,SAINT LAURENT,2022-04-08,,96.91,"T-SHIRT ROSE SAINT LAURENT

PORTÉ QUELQUES FOIS SEULEMENT.
ACHETÉ CHEZ NET-A-PORTER

PRIX CONSEILLÉ : 265 £[[2] ]]TAILLE LTRADUIRE",True,UltraFashion
282,NEUF SANS ÉTIQUETTE,GUCCI,2022-03-21,,240.0,"T-SHIRT IMPRIMÉ GRAPHIQUE GUCCI SEXINESS, FABRIQUÉ EN ITALIE

TAILLE : M 
MATIÈRE : COTON 100%TRADUIRE",True,UltraFashion
283,BON ÉTAT,PRADA,2022-03-30,,63.0,T-SHIRT AVEC ZIP SUR LE DEVANT BLEU CLAIR AU DOS PORTE UNE POCHE COMME SUR LA PHOTOTRADUIRE,True,UltraFashion
284,BON ÉTAT,BALENCIAGA,2022-03-19,,96.0,"T-SHIRT COL V BALENCIAGA PARIS DANS UN COTON TRÈS DOUX ET CONFORTABLE
IL EST LIVRÉ AVEC DEUX PETITS TROUS EFFET VINTAGE DANS LE BAS
TRÈS RARETRADUIRE",True,UltraFashion
285,NEUF AVEC ÉTIQUETTE,MAISON MARTIN MARGIELA,2022-04-08,,90.0,T-SHIRT COULEUR CORAIL TAILLE M POUR HOMME DE LA MAISON MARGIELA AVEC IMPRIMÉ MMTRADUIRE,True,Undefined
286,NEUF SANS ÉTIQUETTE,JEAN PAUL GAULTIER,2022-03-23,,71.0,T-SHIRT EN COTON RAYÉ NOIR ET BLANC AVEC DES PROFILS ROUGES. PULL CÔTELÉ. IL MARQUE UN M MAIS IL EST TRÈS SEC. PORTE UN PETIT.TRADUIRE,True,UltraFashion
287,TRÈS BON ÉTAT,DIOR HOMME,2022-04-06,,270.0,"T-SHIRT DIOR HOMME XXXL 
PORTÉ 1 FOIS LAVÉ AU PRESSING 
TRADUIRE",True,UltraFashion
288,NEUF SANS ÉTIQUETTE,BALENCIAGA,2022-04-03,,240.0,T-SHIRT BALENCIAGA NEUF JAMAIS PORTÉ TRADUIRE,True,UltraFashion
289,TRÈS BON ÉTAT,PYREX,2022-04-02,,22.0,T-SHIRT PYREXTRADUIRE,True,Undefined
290,TRÈS BON ÉTAT,DIOR,2022-03-25,,199.0,"T-SHIRT VINTAGE MONOGRAMME FLEUR DE CERISIER CHRISTIAN DIOR 
TRÈS BON ÉTATTRADUIRE",True,UltraFashion
291,TRÈS BON ÉTAT,PRADA,2022-04-07,,72.0,T-SHIRT PRADA A MANICHE LUNGHETRADUIRE,True,UltraFashion
292,TRÈS BON ÉTAT,JEAN PAUL GAULTIER,2022-03-23,,61.0,T SHIRT NERA CHE SIMULA UN’ALTRA MAGLIETTA BIANCA SOTTO. COTONE.TRADUIRE,True,UltraFashion
293,TRÈS BON ÉTAT,BALENCIAGA,2022-03-22,,72.0,"T SHIRT AVEC POCHE 
 FAUX COLS POSTÉS SUR PHOTOSTRADUIRE",True,UltraFashion
294,NEUF AVEC ÉTIQUETTE,PRADA,2022-03-20,,77.0,"T-SHIRT FEMME PRADA LUNA ROSSA. TAILLE M. NEUF, JAMAIS UTILISÉ AVEC ÉTIQUETTE.TRADUIRE",True,UltraFashion
295,TRÈS BON ÉTAT,VIVIENNE WESTWOOD,2022-04-05,,65.0,"T-SHIRT VIVIENNE WESTWOOD BLANC AVEC LOGO SUR LE DEVANT. FENTES SUR LE BAS, TAILLE L. TRÈS BON ÉTATTRADUIRE",True,UltraFashion
296,NEUF SANS ÉTIQUETTE,HELMUT LANG,2022-03-19,,58.0,T SHIRT HELMUT LANG - SIN USAR TALLA MTRADUIRE,True,Undefined
297,TRÈS BON ÉTAT,BALENCIAGA,2022-03-12,,153.0,T-SHIRT IMPRIMÉ BALENCIAGA BY NICOLAS GHESQUIERE EN COTON DOUX. PEU PORTÉ ET EN TRÈS BON ÉTAT.TRADUIRE,True,UltraFashion
298,BON ÉTAT,APC,2022-04-08,,26.67,T-SHIRT BLEU CLAIR APC EN COTON DE POIDS MOYEN. COUPE DROITE. AMPLE. PORTÉ QUELQUES FOIS MAIS TOUJOURS EN TRÈS BON ÉTAT.TRADUIRE,True,Undefined
299,TRÈS BON ÉTAT,AMIRI,2022-04-06,,150.0,"T SHIRT AMIRI, MEDIUM, NOIR, TRÈS BON ÉTATTRADUIRE",True,Undefined
300,TRÈS BON ÉTAT,PRADA,2022-04-07,,72.0,T-SHIRT PRADA LUNAROSSA A MANICHE LUNGHE CON LOGO.TRADUIRE,True,UltraFashion
301,TRÈS BON ÉTAT,STONE ISLAND,2022-03-21,,118.0,"T-SHIRT À MANCHES LONGUES AVEC LOGO STONE ISLAND


UN STYLE À MANCHES LONGUES IDÉAL POUR LA SUPERPOSITION, QUE VOUS SOYEZ SUR OU HORS DES TERRASSES, CE T-SHIRT EN JERSEY DE COTON DE STONE ISLAND EST SÛR DE ÊTRE UN INCONTOURNABLE POUR DE NOM...LIRE LA SUITETRADUIRE",True,UltraFashion
302,NEUF SANS ÉTIQUETTE,MARTINE ROSE,2022-03-27,,99.0,"T-SHIRT LOGO JACQUARD BLANC AVEC DOUBLE ENTRÉE DE COL, COUPE AMPLETRADUIRE",True,Undefined
303,TRÈS BON ÉTAT,GUCCI,2022-04-06,,180.0,"T-SHIRT BLEU FONCÉ AVEC SÉRIGRAPHIE LOGO VERT ET ROUGE. MESURES: LONGUEUR TOTALE : 75 CM, LARGEUR POITRINE : 55 CM, LARGEUR CARRURE : 49 CM, LONGUEUR DE MANCHE : 22 CM. COMPOSITION: 100% COTON. MADE IN ITALY. VENDU AVEC TAG, SACHET, SAC SHO...LIRE LA SUITETRADUIRE",True,UltraFashion
304,NEUF AVEC ÉTIQUETTE,NIKE,2022-03-23,,28.0,"T-SHIRT NIKE BLANC HOMME ET FEMME 
TAILLE M
AUTHENTIQUE ✅
NEUF AVEC ÉTIQUETTE 🏷
35€ NÉGOCIABLETRADUIRE",True,FastFashion
305,NEUF SANS ÉTIQUETTE,PRADA,2022-03-26,,133.51,"T-SHIRT PRADA SUPER DOUX ET LÉGER 
 JAMAIS UTILISÉ, TRÈS BON ÉTATTRADUIRE",True,UltraFashion
306,TRÈS BON ÉTAT,GUCCI,2022-03-21,,170.0,T-SHIRT GUCCI OVERSIZETRADUIRE,True,UltraFashion
307,NEUF AVEC ÉTIQUETTE,BURBERRY,2022-03-17,,91.74,T-SHIRT BURBERRY EN COTONTRADUIRE,True,UltraFashion
308,TRÈS BON ÉTAT,ACNE STUDIOS,2022-04-06,,64.83,T-SHIRT ACNE STUDIOS. TAILLE L (UE). TRÈS BONNE CONDITION.TRADUIRE,True,Fashion
309,TRÈS BON ÉTAT,JEAN PAUL GAULTIER,2022-03-20,,56.0,"T-SHIRT CLASSIQUE, COULEUR DÉLICATE, COUPE PARFAITETRADUIRE",True,UltraFashion
310,NEUF AVEC ÉTIQUETTE,KENZO,2022-03-24,,50.0,"T-SHIRT KENZO PARIS TIGRE BLANC 

EMBALLAGE NEUF ET D'ORIGINE.

◆ T-SHIRT KENZO PARIS
◆ MODÈLE : T-SHIRT TIGRE [ [2]]◆ MATIÈRE : 100 % COTON
◆ TOUTES LES ÉTIQUETTES DISPONIBLES

FABRIQUÉ AU PORTUGAL
TRADUIRE",True,UltraFashion
311,TRÈS BON ÉTAT,COMME DES GARCONS,2022-04-01,,38.57,"T-SHIRT COMME DES GARÇONS
TAILLE M
COND 9/10 USURE GÉNÉRALE AUCUN DÉFAUT
SEULEMENT ÉTIQUETTES LAVÉES À L'INTÉRIEUR
DIMENSIONS 
LONGUEUR 66 CM[ [2]]LARGEUR 51 CM
TRADUIRE",True,Undefined
312,NEUF SANS ÉTIQUETTE,NO COLLECTION,2022-04-03,,20.0,T-SHIRT FILLE D'ANNIVERSAIRETRADUIRE,True,Undefined
313,NEUF AVEC ÉTIQUETTE,PALM ANGELS,2022-03-02,,105.0,"T-SHIRT COL ROND PALM ANGELS EN COTON JAUNE. LE MODÈLE PRÉSENTE DES MANCHES COURTES, DES BORDS DROITS, UN IMPRIMÉ OURS FRONTAL ET UN LOGO.
LOOK VINTAGE, JAMAIS PORTÉ.
TAILLE M, TAILLE NORMALEMENT.TRADUIRE",True,UltraFashion
314,TRÈS BON ÉTAT,SAINT LAURENT,2022-03-13,,90.0,T SHIRT SAINT LAURENT IN COTONETRADUIRE,True,UltraFashion
315,TRÈS BON ÉTAT,PRADA,2022-04-07,,72.0,"T-SHIRT PRADA AVEC IMPRIMÉ, TRÈS BON ÉTATTRADUIRE",True,UltraFashion
316,TRÈS BON ÉTAT,BALENCIAGA,2022-04-06,,136.0,"T-SHIRT LONG, TYPE TUNIQUE, LONGUEUR ASYMÉTRIQUE. TAILLE S, ÉTAT IMPECCABLETRADUIRE",True,UltraFashion
317,NEUF SANS ÉTIQUETTE,VICTORIA BECKHAM,2022-03-19,,41.0,T SHIRT VICTORIA BECKHAM TALA LTRADUIRE,True,Undefined
318,NEUF AVEC ÉTIQUETTE,NIKE,2022-03-21,,20.0,"T-SHIRT SPORT DRY TECHNOLOGY 
 JAMAIS PORTÉ AVEC ÉTIQUETTETRADUIRE",True,FastFashion
319,TRÈS BON ÉTAT,CHANEL,2022-03-23,,231.28,"T-SHIRT CHANEL AVEC DE MINUSCULES PERLES SUR LE DEVANT ET SUR LES MANCHES. ANCIEN. LA COULEUR EST BLANCHE (UN PEU COMME L'IVOIRE). TRÈS BONNE CONDITION. IL S'AGIT D'UN ARTICLE D'OCCASION, IL PRÉSENTE DES SIGNES D'USURE NORMAUX. LA MESURE; F...LIRE LA SUITETRADUIRE",True,UltraFashion
320,TRÈS BON ÉTAT,OFF-WHITE,2022-03-27,,119.0,T-SHIRT COUPE STANDARD BLANC CASSÉ. CONDITIONS PARFAITES. MODÈLE OMAA027R19185004TRADUIRE,True,UltraFashion
321,NEUF SANS ÉTIQUETTE,ISABEL MARANT ETOILE,2022-04-06,,65.0,"T-SHIRT ISABEL MARANT ETOILE AVEC IMPRIMÉ. 100% COTON. NEUF, JAMAIS PORTÉ.TRADUIRE",True,UltraFashion
322,NEUF AVEC ÉTIQUETTE,PALM ANGELS,2022-03-22,,170.0,"T-SHIRT VIOLET 
 PALM ANGELS 
 OVERSIZE 
 IMPRIMÉ « AIR » SUR LE DEVANT EN NOIR, BLEU ET ROSE 
 TACHES BLEUES ET ROSES DANS LE DOS [[2] ] 100% COTON 
 TAILLE STRADUIRE",True,UltraFashion
323,TRÈS BON ÉTAT,YEEZY,2022-03-25,,180.0,"T-SHIRT THERMIQUE À MANCHES LONGUES YEEZY SEASON 1
VERT FUSIL

100 % COTON
ENCOLURE ET POIGNETS CÔTELÉS
SURFACE TEXTURÉE
FABRIQUÉ EN EUROPE

COUPE OVERSIZETRADUIRE",True,UltraFashion
324,NEUF SANS ÉTIQUETTE,GUCCI,2022-02-28,,155.05,"T-SHIRT GUCCI AUTHENTIQUE POUR HOMME 
TAILLE MOYENNE
JAMAIS PORTÉ EN PARFAIT ÉTAT
TOUT NEUF AVEC ÉTIQUETTE
100 % AUTHENTIQUE ACHETÉ AUPRÈS D'UN DÉTAILLANT RÉPUTÉ
PVC ENVIRON 250£
OUVERT AUX OFFRESTRADUIRE",True,UltraFashion
325,TRÈS BON ÉTAT,BALENCIAGA,2022-04-06,,116.29,"T-SHIRT BALENCIAGA EN JERSEY BORDÉ DE CUIR. RÉALISÉ EN JERSEY NOIR AVEC BORDURE EN CUIR LE LONG DU COL ET DES MANCHES. LE NOIR. MANCHES COURTES, COL ROND. S'ENFILE. 100% VISCOSE. TAILLE : FR 36 (UK 8, US 4, IT 40). BUSTE : 36 PO. TOUR DE TA...LIRE LA SUITETRADUIRE",True,UltraFashion
326,BON ÉTAT,ALEXANDER MCQUEEN,2022-03-22,,60.0,T-SHIRT MCQ ALEXANDER MCQUEEN EN 100% COTON. BON ÉTAT AVEC COL LÉGÈREMENT JAUNI ET PETITE TACHE AU DOS. TAILLE M.TRADUIRE,True,Undefined
327,NEUF SANS ÉTIQUETTE,GANNI,2022-03-13,,54.27,T-SHIRT UNI AVEC LOGO G AMOVIBLE.TRADUIRE,True,Undefined
328,TRÈS BON ÉTAT,PRADA,2022-04-07,,72.0,T-SHIRT PRADA VIOLA A MEZZE MANICHETRADUIRE,True,UltraFashion
329,NEUF SANS ÉTIQUETTE,FENDI,2022-03-19,,145.0,"T-SHIRT FENDI ROMA AMOR DANS LES TONS ROUGE BRIQUE, JAUNE OCRE ET VERT MÉLANGÉ. LETTRAGE FENDI SUR UNE MANCHE. COUPE AJUSTÉE. PIÈCE DE COLLECTION.TRADUIRE",True,UltraFashion
330,NEUF SANS ÉTIQUETTE,CALVIN KLEIN,2022-04-07,,20.0,T-SHIRT NOIR CALVIN KLEIN NEUFTRADUIRE,True,Undefined
331,TRÈS BON ÉTAT,PARAJUMPERS,2022-03-24,,49.0,"T-SHIRT PARAJUMPERS FLAGS POLO 
 ÉTAT D'OCCASION MAIS IMPECCABLE ; 
 GRAND LOGO ET GRAPHIQUE DE DRAPEAUX AU DOS ; 
 TAILLE HOMME L (LARGE) ; 
 EXPÉDITION DHLTRADUIRE",True,Undefined
332,NEUF AVEC ÉTIQUETTE,PALM ANGELS,2022-03-17,,232.57,"T-SHIRT PALM ANGELS FOREST GREEN SPRAYED BEAR LOGO



-TAILLE S COUPE CLASSIQUE
-NEUF AVEC ÉTIQUETTE
- FW21
-L'UN DES DESIGNS LES PLUS EMBLÉMATIQUES ET LES PLUS RECHERCHÉS DE PA
-PRIX CONSEILLÉ 360 $

D'UNE FOSSE À L'AUTRE : 50 CM
ÉPAULES :...LIRE LA SUITETRADUIRE",True,UltraFashion
333,TRÈS BON ÉTAT,VIVIENNE WESTWOOD,2022-04-05,,60.0,"T-SHIRT VIVIENNE WESTWOOD BLEU AVEC ÉCRITURE SUR LE DEVANT, FENTES SUR LE BAS, TAILLE L. TRÈS BON ÉTAT.TRADUIRE",True,UltraFashion
334,NEUF SANS ÉTIQUETTE,OFF-WHITE,2022-04-04,,173.14,"T-SHIRT BLANC CASSÉ À MANCHES LONGUES 

TOUT NEUF 

TAILLE PETITTRADUIRE",True,UltraFashion
335,NEUF SANS ÉTIQUETTE,NO COLLECTION,2022-04-03,,20.0,T-SHIRT FILLE D'ANNIVERSAIRETRADUIRE,True,Undefined
336,NEUF AVEC ÉTIQUETTE,PALM ANGELS,2022-03-02,,105.0,"T-SHIRT COL ROND PALM ANGELS EN COTON JAUNE. LE MODÈLE PRÉSENTE DES MANCHES COURTES, DES BORDS DROITS, UN IMPRIMÉ OURS FRONTAL ET UN LOGO.
LOOK VINTAGE, JAMAIS PORTÉ.
TAILLE M, TAILLE NORMALEMENT.TRADUIRE",True,UltraFashion
337,TRÈS BON ÉTAT,SAINT LAURENT,2022-03-13,,90.0,T SHIRT SAINT LAURENT IN COTONETRADUIRE,True,UltraFashion
338,TRÈS BON ÉTAT,PRADA,2022-04-07,,72.0,"T-SHIRT PRADA AVEC IMPRIMÉ, TRÈS BON ÉTATTRADUIRE",True,UltraFashion
339,TRÈS BON ÉTAT,BALENCIAGA,2022-04-06,,136.0,"T-SHIRT LONG, TYPE TUNIQUE, LONGUEUR ASYMÉTRIQUE. TAILLE S, ÉTAT IMPECCABLETRADUIRE",True,UltraFashion
340,NEUF SANS ÉTIQUETTE,VICTORIA BECKHAM,2022-03-19,,41.0,T SHIRT VICTORIA BECKHAM TALA LTRADUIRE,True,Undefined
341,NEUF AVEC ÉTIQUETTE,NIKE,2022-03-21,,20.0,"T-SHIRT SPORT DRY TECHNOLOGY 
 JAMAIS PORTÉ AVEC ÉTIQUETTETRADUIRE",True,FastFashion
342,TRÈS BON ÉTAT,CHANEL,2022-03-23,,231.28,"T-SHIRT CHANEL AVEC DE MINUSCULES PERLES SUR LE DEVANT ET SUR LES MANCHES. ANCIEN. LA COULEUR EST BLANCHE (UN PEU COMME L'IVOIRE). TRÈS BONNE CONDITION. IL S'AGIT D'UN ARTICLE D'OCCASION, IL PRÉSENTE DES SIGNES D'USURE NORMAUX. LA MESURE; F...LIRE LA SUITETRADUIRE",True,UltraFashion
343,TRÈS BON ÉTAT,OFF-WHITE,2022-03-27,,119.0,T-SHIRT COUPE STANDARD BLANC CASSÉ. CONDITIONS PARFAITES. MODÈLE OMAA027R19185004TRADUIRE,True,UltraFashion
344,NEUF SANS ÉTIQUETTE,ISABEL MARANT ETOILE,2022-04-06,,65.0,"T-SHIRT ISABEL MARANT ETOILE AVEC IMPRIMÉ. 100% COTON. NEUF, JAMAIS PORTÉ.TRADUIRE",True,UltraFashion
345,NEUF AVEC ÉTIQUETTE,PALM ANGELS,2022-03-22,,170.0,"T-SHIRT VIOLET 
 PALM ANGELS 
 OVERSIZE 
 IMPRIMÉ « AIR » SUR LE DEVANT EN NOIR, BLEU ET ROSE 
 TACHES BLEUES ET ROSES DANS LE DOS [[2] ] 100% COTON 
 TAILLE STRADUIRE",True,UltraFashion
346,TRÈS BON ÉTAT,YEEZY,2022-03-25,,180.0,"T-SHIRT THERMIQUE À MANCHES LONGUES YEEZY SEASON 1
VERT FUSIL

100 % COTON
ENCOLURE ET POIGNETS CÔTELÉS
SURFACE TEXTURÉE
FABRIQUÉ EN EUROPE

COUPE OVERSIZETRADUIRE",True,UltraFashion
347,NEUF SANS ÉTIQUETTE,GUCCI,2022-02-28,,155.05,"T-SHIRT GUCCI AUTHENTIQUE POUR HOMME 
TAILLE MOYENNE
JAMAIS PORTÉ EN PARFAIT ÉTAT
TOUT NEUF AVEC ÉTIQUETTE
100 % AUTHENTIQUE ACHETÉ AUPRÈS D'UN DÉTAILLANT RÉPUTÉ
PVC ENVIRON 250£
OUVERT AUX OFFRESTRADUIRE",True,UltraFashion
348,TRÈS BON ÉTAT,BALENCIAGA,2022-04-06,,116.29,"T-SHIRT BALENCIAGA EN JERSEY BORDÉ DE CUIR. RÉALISÉ EN JERSEY NOIR AVEC BORDURE EN CUIR LE LONG DU COL ET DES MANCHES. LE NOIR. MANCHES COURTES, COL ROND. S'ENFILE. 100% VISCOSE. TAILLE : FR 36 (UK 8, US 4, IT 40). BUSTE : 36 PO. TOUR DE TA...LIRE LA SUITETRADUIRE",True,UltraFashion
349,BON ÉTAT,ALEXANDER MCQUEEN,2022-03-22,,60.0,T-SHIRT MCQ ALEXANDER MCQUEEN EN 100% COTON. BON ÉTAT AVEC COL LÉGÈREMENT JAUNI ET PETITE TACHE AU DOS. TAILLE M.TRADUIRE,True,Undefined
350,NEUF SANS ÉTIQUETTE,GANNI,2022-03-13,,54.27,T-SHIRT UNI AVEC LOGO G AMOVIBLE.TRADUIRE,True,Undefined
351,TRÈS BON ÉTAT,PRADA,2022-04-07,,72.0,T-SHIRT PRADA VIOLA A MEZZE MANICHETRADUIRE,True,UltraFashion
352,NEUF SANS ÉTIQUETTE,FENDI,2022-03-19,,145.0,"T-SHIRT FENDI ROMA AMOR DANS LES TONS ROUGE BRIQUE, JAUNE OCRE ET VERT MÉLANGÉ. LETTRAGE FENDI SUR UNE MANCHE. COUPE AJUSTÉE. PIÈCE DE COLLECTION.TRADUIRE",True,UltraFashion
353,NEUF SANS ÉTIQUETTE,CALVIN KLEIN,2022-04-07,,20.0,T-SHIRT NOIR CALVIN KLEIN NEUFTRADUIRE,True,Undefined
354,TRÈS BON ÉTAT,PARAJUMPERS,2022-03-24,,49.0,"T-SHIRT PARAJUMPERS FLAGS POLO 
 ÉTAT D'OCCASION MAIS IMPECCABLE ; 
 GRAND LOGO ET GRAPHIQUE DE DRAPEAUX AU DOS ; 
 TAILLE HOMME L (LARGE) ; 
 EXPÉDITION DHLTRADUIRE",True,Undefined
355,NEUF AVEC ÉTIQUETTE,PALM ANGELS,2022-03-17,,232.57,"T-SHIRT PALM ANGELS FOREST GREEN SPRAYED BEAR LOGO



-TAILLE S COUPE CLASSIQUE
-NEUF AVEC ÉTIQUETTE
- FW21
-L'UN DES DESIGNS LES PLUS EMBLÉMATIQUES ET LES PLUS RECHERCHÉS DE PA
-PRIX CONSEILLÉ 360 $

D'UNE FOSSE À L'AUTRE : 50 CM
ÉPAULES :...LIRE LA SUITETRADUIRE",True,UltraFashion
356,TRÈS BON ÉTAT,VIVIENNE WESTWOOD,2022-04-05,,60.0,"T-SHIRT VIVIENNE WESTWOOD BLEU AVEC ÉCRITURE SUR LE DEVANT, FENTES SUR LE BAS, TAILLE L. TRÈS BON ÉTAT.TRADUIRE",True,UltraFashion
357,NEUF SANS ÉTIQUETTE,OFF-WHITE,2022-04-04,,173.14,"T-SHIRT BLANC CASSÉ À MANCHES LONGUES 

TOUT NEUF 

TAILLE PETITTRADUIRE",True,UltraFashion
358,TRÈS BON ÉTAT,SUPREME,2022-04-04,,63.31,"T-SHIRT À MANCHES LONGUES POUR HOMME. PEU PORTÉ, ÉTAT NEUF.TRADUIRE",True,UltraFashion
359,TRÈS BON ÉTAT,GUCCI,2022-04-04,,236.0,"T-SHIRT GUCCI OVERSIZE IMPRIMÉ GG - TAILLE (S) 
 
 PORTÉ TRÈS PEU DE FOIS EN PARFAIT ÉTAT 
 
 DISCRÉTION DU PRODUIT : 
 [ [ 2]] CODE PRODUIT : 493117 X3Q35 7561 
 
 LE T-SHIRT OVERSIZE DISTINCTIF IMPRIMÉ DU LOGO DE LA MAISON EST MIS À JOUR ...LIRE LA SUITETRADUIRE",True,UltraFashion
360,TRÈS BON ÉTAT,SALVATORE FERRAGAMO,2022-03-27,,44.0,T-SHIRT MANCHES COURTES EN LAINE ET SOIE. LONGUEUR DEPUIS L'ÉPAULE ENVIRON 50 CM. SANS DÉFAUTSTRADUIRE,True,Undefined
361,TRÈS BON ÉTAT,ACNE STUDIOS,2022-04-06,,68.0,"T-SHIRT GRAPHIQUE ACNE STUDIOS EN TRÈS BON ÉTAT.
BELLE COMBINAISON DE COULEURS DÉLAVÉES, MARRON BRÛLÉ/ORANGE, NOIR ET VERT CLAIR. XS MAIS TAILLE GRAND.TRADUIRE",True,Fashion
362,NEUF AVEC ÉTIQUETTE,SAINT LAURENT,2022-03-12,,110.0,"T SHIRT SAINT LAURENT 100% COTON 
 BUSTE 60,5 CM 
 EPAULES 57 CM 
 MANCHES 25 CM 
 LONGUEUR 67,5 CM 
 NEUF JAMAIS PORTÉTRADUIRE",True,UltraFashion
363,NEUF AVEC ÉTIQUETTE,GUCCI,2022-03-15,,90.44,"T-SHIRT GUCCIS UNISEX TOODLER 
POUR 4 ANS 
TOUT NEUF 
100% COTONTRADUIRE",True,UltraFashion
364,NEUF AVEC ÉTIQUETTE,ISABEL MARANT,2022-03-13,,99.0,T-SHIRT GOYELA TG. FR. 42TRADUIRE,True,UltraFashion
365,NEUF AVEC ÉTIQUETTE,BALENCIAGA,2022-02-07,,250.0,T-SHIRT OVERSIZE BALENCIAGA RESORTTRADUIRE,True,UltraFashion
366,NEUF AVEC ÉTIQUETTE,GUCCI,2022-04-05,,321.72,T SHIRT FEMME GUCCI TAILLE XS NEUF AVEC ÉTIQUETTETRADUIRE,True,UltraFashion
367,NEUF SANS ÉTIQUETTE,PRADA,2022-03-18,,108.0,T-SHIRT NOIR AVEC POCHE XLTRADUIRE,True,UltraFashion
368,TRÈS BON ÉTAT,FENDI,2022-03-24,,167.97,T-SHIRT FENDI EYETRADUIRE,True,UltraFashion
369,TRÈS BON ÉTAT,RALPH LAUREN,2022-04-07,,28.0,"T-SHIRT RALPH LAUREN EN COTON BLANC 
TAILLE S
TRÈS BON ÉTAT !TRADUIRE",True,Fashion
370,NEUF SANS ÉTIQUETTE,SONIA RYKIEL,2022-04-07,,45.0,T-SHIRT BLANC  RELATIVEMENT LONG EN VISCOSE AVEC COUPLE DE PERROQUETS BRODÉS DESSUSTRADUIRE,True,Undefined
371,TRÈS BON ÉTAT,BALENCIAGA,2022-03-14,,90.0,T-SHIRT BALENCIAGA PORTÉ UNE SEULE FOIS TAILLE STRADUIRE,True,UltraFashion
372,TRÈS BON ÉTAT,LIU.JO,2022-04-05,,20.0,T-SHIRT LIU JO EN COTON BLANC AVEC LOGO EMBELLI. IL A ÉTÉ PORTÉ MAIS EST COMME NEUF. AUCUN DÉFAUT. TAILLE XS.TRADUIRE,True,Undefined
373,NEUF SANS ÉTIQUETTE,BALENCIAGA,2022-03-07,,170.0,"T-SHIRT BALENCIAGA

- SE DÉTENDRE AVEC STYLE
-NOIR/BLANC
-COTON
-COL ROND
-MANCHES COURTES 
-LOGO IMPRIMÉ SUR LE DEVANT
-OURLET DROIT

JAMAIS PORTÉ ! 
IL N'Y A AUCUN DÉFAUT NOTABLE. 
TRADUIRE",True,UltraFashion
374,NEUF SANS ÉTIQUETTE,SAINT LAURENT,2022-04-05,,130.0,"T-SHIRT SAINT LAURENT DE LA COLLECTION FREE BIRD, PUR COTON, NOIR AVEC IMPRIMÉ. NEUF AVEC ÉTIQUETTE ET SAC D'ORIGINE. CONFORTABLE TAILLE MTRADUIRE",True,UltraFashion
375,NEUF AVEC ÉTIQUETTE,PALM ANGELS,2022-03-15,,239.03,"T-SHIRT BORDEAUX PALM ANGELS KILL THE BEAR



-TAILLE S COUPE CLASSIQUE
-NEUF AVEC ÉTIQUETTE
-FW21 
-RRP $360

DOSSE À FOSSE : 51 CM
ÉPAULES : 52 CM
LONGUEUR : 70 CMTRADUIRE",True,UltraFashion
376,NEUF SANS ÉTIQUETTE,SAINT LAURENT,2022-04-05,,195.0,"T-SHIRT SAINT LAURENT EN COTON 
 COULEUR NOIR, TAILLE M. 
 NEUFTRADUIRE",True,UltraFashion
377,TRÈS BON ÉTAT,JUNYA WATANABE,2022-03-23,,90.0,"T-SHIRT JUNYA WATANABE COMME DES GARÇONS, TAGLIA M, PARTE FRONTALE CON PAILLETTES E TRASPARENZE.

TRADUIRE",True,Undefined
378,TRÈS BON ÉTAT,BURBERRY,2022-04-06,,58.0,"T-SHIRT BURBERRY, FOND BLANC ET RAYURES ET LOGO DE COULEUR, (IL Y A LA JUPE ASSORTIE) T-SHIRT TAILLE 48, COMME NEUF, MESURES D'EMMANCHURE À EMMANCHURE 56CM ET LONGUEUR 63CM, OCCASIONTRADUIRE",True,UltraFashion
379,TRÈS BON ÉTAT,COMME DES GARCONS,2022-03-29,,51.68,T-SHIRT BLANC EN PARFAIT ÉTAT PORTÉ PEU DE FOIS.TRADUIRE,True,Undefined
380,NEUF SANS ÉTIQUETTE,CALVIN KLEIN,2022-04-07,,20.0,T-SHIRT NEUF BORDEAU CALVIN KLEINTRADUIRE,True,Undefined
