,État,Marque,TAILLE,Date,nom,Prix,Description
778,NEUF AVEC ÉTIQUETTE,JUICY COUTURE,,2022-04-03,,39.0,T-SHIRT NOUVEAUTRADUIRE
779,TRÈS BON ÉTAT,MARCELO BURLON,,2022-04-07,,70.0,"T-SHIRT MARCELLO BURLON EN PARFAIT ÉTAT, TAILLE COMME UN MTRADUIRE"
780,TRÈS BON ÉTAT,PHILIPP PLEIN,,2022-04-07,,128.0,"T-SHIRT HOMME PHILLIP PLEIN
MOTIF STRASS SUR LE DEVANT
PATCH LOGO PLEIN SUR LE COU
TRÈS RAREMENT UTILISÉ. TRÈS BON ÉTAT.
TRADUIRE"
781,NEUF SANS ÉTIQUETTE,VERSACE,,2022-04-07,,200.0,T-SHIRT GIANNI VERSACE OVERSIZE JAMAIS PORTÉ PAYÉ 405€TRADUIRE
782,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-03,,26.0,"T SHIRT FLEURAL LÉGER 
MARQUE SO SWEET
POSSIBILITÉ DE RÉGLER L'OUVERTURE DU DOS NU.
DOUBLURE DANS LE BAS DU DOS.
 LÉGÈREMENT DÉCOUSU AU NIVEAU DE LA DOUBLURE MAIS NON VISIBLE.
TAILLE XLTRADUIRE"
783,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-02,,20.0,"T SHIRT DE SPORT NOIR AVEC DES BANDES RAYÉ BRILLANTE.
TAILLE S
MARQUE ATHLITECHTRADUIRE"
784,NEUF SANS ÉTIQUETTE,VERSACE,,2022-04-05,,177.76,"T-SHIRT VERSACE
JAMAIS PORTÉ
PRIX D'ORIGINE 700€TRADUIRE"
785,NEUF SANS ÉTIQUETTE,FEAR OF GOD ESSENTIALS,,2022-04-05,,51.68,"T-SHIRT FEAR OF GOD ESSENTIALS KIDS BEIGE RINGER
T-SHIRT À MANCHES COURTES EN JERSEY DE COTON BEIGE. LOGO FLOQUÉ EN NOIR SUR LA POITRINE.
JAMAIS PORTÉ (NEUF AVEC ÉTIQUETTE)

XL : 58-62""

 100% COTONTRADUIRE"
786,NEUF SANS ÉTIQUETTE,ALEXANDER MCQUEEN,,2022-04-03,,240.0,"T-SHIRT BLANC LOGO GRAFFITI EN TAILLE L

BELLES CONDITIONS 
DIMENSIONS :
ÉPAULES :47CM
POITRINE :54CM
DOS :73CMTRADUIRE"
787,SATISFAISANT,RVCA,,2022-04-02,,20.0,"T-SHIRT ÉDITION SPÉCIALE RVCA AVEC L'ARTISTE : ROBERTO RODRÍGUEZ REDONDO, BON ÉTAT MAIS AVEC DES SIGNES VISIBLES D'ÂGE (LE GRAPHIQUE AU DOS EST FROISSÉ) ET SERA REPASSÉ AVANT L'EXPÉDITIONTRADUIRE"
788,TRÈS BON ÉTAT,PEPE JEANS,,2022-04-03,,16.0,T SHIRT BLANC 3N TRÈS BON ÉTAT PEU PORTÉ TRADUIRE
789,TRÈS BON ÉTAT,GCDS MINI,,2022-04-01,,75.0,T-SHIRT GCDS TAILLE S. PORTÉ UNE FOIS. CONDITION EXCELLENTE. SANS ÉTIQUETTE MAIS AVEC ÉTIQUETTE ET CODE QR POUR L'AUTHENTICITÉ.TRADUIRE
790,TRÈS BON ÉTAT,VERSACE,,2022-04-06,,80.0,T-SHIRT MANICHE LUNGHE VERSACE SPORT BORDEAUX OTTIME CONDIZIONI COTONE-ELASTENTRADUIRE
791,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-01,,30.0,T-SHIRT FYORE MILANO EN EXCELLENT ÉTAT.TRADUIRE
792,TRÈS BON ÉTAT,GIVENCHY,,2022-04-03,,290.0,T-SHIRT GIVENCHY AU LOOK DÉTRUITTRADUIRE
793,TRÈS BON ÉTAT,FENDI,,2022-04-04,,258.41,"T-SHIRT FENDI BLANC 
TAILLE PETIT
PORTÉ UNE FOIS 
AVEC SAC À POUSSIÈRETRADUIRE"
794,TRÈS BON ÉTAT,CALVIN KLEIN JEANS,,2022-04-01,,18.0,T-SHIRT CALVIN KLEIN JEANS NEUF SANS DÉFAUT D'USURETRADUIRE
795,NEUF AVEC ÉTIQUETTE,DSQUARED2,,2022-04-02,,100.0,T-SHIRT DSQUARED2 NERA TAGLIA M NUOVATRADUIRE
796,BON ÉTAT,CHINATOWN MARKET,,2022-04-08,,33.0,T-SHIRT NOIR ”CALL MY AVOCAT” PAR CHINATOWN MARKET. TAILLE M. BON ÉTAT.TRADUIRE
797,TRÈS BON ÉTAT,FENDI,,2022-04-07,,70.0,"T-SHIRT FENDI KIDS VESTIBILITÀ GRANDE
CORRISPONDE A UNA TAGLIA S DA DONNATRADUIRE"
798,NEUF SANS ÉTIQUETTE,MOSCHINO,,2022-04-03,,93.0,"T-SHIRT EN COTON MOSCHINO, NEUF, JAMAIS PORTÉ, ENCORE AVEC ÉTIQUETTE. BLANC AVEC IMPRESSION AU DOS. TAILLE M. ACHETÉE AU MAGASIN DE MILAN POUR MON FILS MAIS IL N'A PAS AIMÉ. PAYER 142 EUROS.TRADUIRE"
799,BON ÉTAT,FENDI,,2022-04-04,,323.02,"T-SHIRT NOIR LOGO FENDI CHENILLE F POUR HOMME 
TAILLE XL 
PVC 450 £
TRADUIRE"
800,BON ÉTAT,LACOSTE,,2022-04-06,,25.0,"T-SHIRT LACOSTE EN BON ÉTAT, TAILLE XS/STRADUIRE"
801,NEUF SANS ÉTIQUETTE,REVELATION WOMAN,,2022-04-05,,18.0,"T SHIRT DÉCOLLETÉ ET OUVERT DANS LE DOS.
NEUF JAMAIS PORTÉ.
MANCHES AMPLES. IMPRIMER PLUME
T SHIRT CEINTRÉ JUSTE À LA TAILLE 
TAILLE 36/38
TRADUIRE"
802,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-05,,38.0,"T SHIRT ZÉBRÉ BEIGE MARRON ET NOIR
MANCHES ET AISSELLE AMPLES.
TAILLE S/M
MARQUE ORFEO NEGROTRADUIRE"
803,TRÈS BON ÉTAT,TOMMY JEANS,,2022-04-05,,38.0,"T SHIRT TOMMY JEANS HOMME TAILLE S
EXCELLENT, TRÈS PEU PORTÉE AUCUNE TRACE D’USURE PRÉSENTE   ENCORE LES ÉTIQUETTES DU MAGASIN.
AUCUN DÉFAUTTRADUIRE"
804,NEUF SANS ÉTIQUETTE,CUSTO BARCELONA,,2022-04-04,,30.0,"T-SHIRT BARCELONE PERSONNALISÉ. SUR LE DEVANT, C'EST UNE COULEUR ROUGE VIN LÉGÈREMENT BRILLANTE ET ON VOIT UN PEU À TRAVERS LE TISSU. DERRIÈRE LE TISSU EST COMME LE DAIM, LE VERT, LE VIOLET ET L'OR. MANCHES BOUFFANTES ROSES. SANS UTILISER.TRADUIRE"
805,NEUF SANS ÉTIQUETTE,DESIGUAL,,2022-04-05,,25.0,T-SHIRT/MAILLOT MULTICOLORE JAMAIS PORTÉTRADUIRE
806,TRÈS BON ÉTAT,ARMAND THIERY,,2022-04-07,,17.0,"T SHIRT NOIR AVEC COL CARRÉ LÉOPARD.
MANCHE 3/4
MARQUE ARMAND THIERY
TAILLE 3
EN PARFAIT ÉTATTRADUIRE"
807,TRÈS BON ÉTAT,POLO RALPH LAUREN,,2022-04-06,,24.0,T-SHIRT POLO RALPH LAUREN XL (18-20) 170 / 88A BLEU. EN EXCELLENT ÉTAT.TRADUIRE
808,TRÈS BON ÉTAT,MAYORAL,,2022-04-07,,18.0,"T-SHIRT EN COTON MAIRE BLANC FRAIS, EN PARFAIT ÉTATTRADUIRE"
809,NEUF AVEC ÉTIQUETTE,KARL LAGERFELD,,2022-04-02,,50.0,T-SHIRT KARL LAGERFELD TAILLE XS. NEUF AVEC ÉTIQUETTE DE PRIX.TRADUIRE
810,TRÈS BON ÉTAT,MAYORAL,,2022-04-07,,18.0,"T-SHIRT BLEU CLAIR EN COTON MAYORAL, EN PARFAIT ÉTATTRADUIRE"
811,TRÈS BON ÉTAT,ARMAND THIERY,,2022-04-07,,17.0,"T SHIRT VIOLET ET LILA AU COL.
EN PARFAIT ÉTAT SANS DÉFAUTS.
TAILLE 2 
ARMAND THIERYTRADUIRE"
812,BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-08,,29.0,"T SHIRT AVEC POCHE.
COUTURE ORIGINALE.
TAILLE L
MARQUE O.K.STRADUIRE"
813,NEUF AVEC ÉTIQUETTE,GUCCI,,2022-04-09,,215.0,"T-SHIRT OVERSIZE GUCCI PAR ALESSANDRO MICHELE. NEUF, AVEC ÉTIQUETTE.
 LOGO GUCCY, UTILISÉ LORS DES DÉFILÉS 2018/2019, AVEC LE CHIFFRE ROMAIN 25, CHIFFRE PORTE-BONHEUR DU CRÉATEUR. 
 SUPER GLAMOUR PROPOSÉ SOUS UN COSTUME AVEC UN PANTALON S...LIRE LA SUITETRADUIRE"
814,NEUF SANS ÉTIQUETTE,PINKO,,2022-04-04,,37.0,T-SHIRT DI PINKO TAGLIA 42TRADUIRE
815,NEUF SANS ÉTIQUETTE,CALVIN KLEIN,,2022-04-05,,28.0,T-SHIRT CALVIN KLEIN COMME NEUF… JAMAIS PORTÉ !! EN PARFAITE CONDITIONTRADUIRE
816,TRÈS BON ÉTAT,BALENCIAGA,,2022-03-29,,154.0,"T-SHIRT TRÈS RARE AVEC IMPRIMÉ SANTO SPIRITO 
 TAILLE M MAIS TAILLE PETITTRADUIRE"
817,TRÈS BON ÉTAT,ISABEL MARANT ETOILE,,2022-04-03,,40.0,"T-SHIRT COULEUR BORDEAUX ISABEL MARANT. TRÈS PEU PORTÉ ET EN PARFAIT ÉTAT. 

LE T-SHIRT PARFAIT POUR L'ÉTÉ !
TRADUIRE"
818,TRÈS BON ÉTAT,EMPORIO ARMANI,,2022-04-05,,23.0,"T-SHIRT BLANC ARMANI EXCHANGE 
 ✅ EN EXCELLENT ÉTAT, COMME NEUF 
 📐 TAILLE L 
 🎨 COULEUR BLANC NOIR ⚪⚫ 
 
 ℹ️ POUR TOUT INFORMATIONS OU SI VOUS SOUHAITEZ D'AUTRES PHOTOS N'HÉSITEZ PAS À LES DEMANDER, ELLES SONT À VOTRE DISPOSITION. ...LIRE LA SUITETRADUIRE"
819,TRÈS BON ÉTAT,GUCCI,,2022-04-09,,99.0,T SHIRT GUCCI EN COTON BICOLORE GRIS BLEU/BLEU EN EXCELLENT ÉTATTRADUIRE
820,TRÈS BON ÉTAT,AMIRI,,2022-04-04,,120.0,"T SHIRT AMIRI, MEDIUM, NOIR, TRÈS BON ÉTATTRADUIRE"
821,TRÈS BON ÉTAT,VETEMENTS,,2022-03-18,,142.41,"T-SHIRT VETEMENTS GRAPHIC PRINTED, TAILLE S MAIS TAILLE COMME DU L.TRÈS BON ÉTAT, PEU PORTÉ.TRADUIRE"
822,NEUF SANS ÉTIQUETTE,GUCCI,,2022-04-09,,264.0,"T-SHIRT GUCCI RED SEQUIN WINGED SKULL 
 NEUF AVEC ÉTIQUETTE JAMAIS PORTÉ 
 TAILLE S 
 COTON BRODÉ DE SEQUINS 
 PRIX BOUTIQUE 1100€TRADUIRE"
823,NEUF AVEC ÉTIQUETTE,ANINE BING,,2022-04-08,,87.86,"T-SHIRT ANINE BING LILI TAILLE MEDIUM. 
100 % COTON .TRADUIRE"
824,TRÈS BON ÉTAT,DIOR HOMME,,2022-04-07,,135.0,T-SHIRT NOIR EN COTON AVEC DES SURPIQÛRESTRADUIRE
825,TRÈS BON ÉTAT,BALENCIAGA,,2022-04-02,,130.0,T-SHIRT NOIR AVEC ÉCRITURE BLEUE DANS LE DOSTRADUIRE
826,TRÈS BON ÉTAT,ROUJE,,2022-04-08,,50.0,"T-SHIRT GIUIA ROUJE
UNI CRÈME

PARFAIT ÉTAT - PORTÉ UNE FOISTRADUIRE"
827,TRÈS BON ÉTAT,BALENCIAGA,,2022-04-09,,170.0,T SHIRT MANCHES COURTES BALENCIAGATRADUIRE
828,TRÈS BON ÉTAT,VIVIENNE WESTWOOD,,2022-03-27,,71.0,"T-SHIRT PROPAGANDA, COUPE SLIMTRADUIRE"
829,BON ÉTAT,GUCCI,,2022-04-01,,67.0,"T-SHIRT GUCCI VINTAGE, TAILLE M. COL EN PIN AVEC BOUTONS, AVEC DES SIGNES MINIMES D'USURE, IL A UN PETIT TROU (VOIR PHOTOS), EN BON ÉTAT.TRADUIRE"
830,SATISFAISANT,DSQUARED2,,2022-04-05,,60.0,T-SHIRT BLANC DSQUAREDTRADUIRE
831,TRÈS BON ÉTAT,LACOSTE LIVE,,2022-04-04,,27.0,"T SHIRT LACOSTE LIVE HOMME TAILLE S.
BON ÉTAT, A ÉTÉ PORTÉE (QUELQUES TRACE D’USURES COMME DES LÉGERS ACCROS, VOIR PHOTOS TOUTES LES IMPERFECTIONS SONT MISE EN VALEUR).
TRADUIRE"
832,NEUF SANS ÉTIQUETTE,GIVENCHY,,2022-04-08,,135.0,"T-SHIRT GIVENCHY RARE RAINBOW LOGO, DISPONIBLE EN XL, ÉTIQUETTES ATTACHÉES, EXPÉDITION RAPIDE.TRADUIRE"
833,TRÈS BON ÉTAT,MARC BY MARC JACOBS,,2022-04-01,,70.0,"T-SHIRT SOIE CACHEMIRE MARC BY MARC JACOBS AVEC 2 POCHES DEVANT.
TAILLE M.
TRÈS BON ÉTAT.TRADUIRE"
834,NEUF AVEC ÉTIQUETTE,RABENS SALONER,,2022-04-01,,24.0,T-SHIRT EN COTON NON PORTÉ À IMPRIMÉ DESSIN ANIMÉ HIPPSTERSTRADUIRE
835,TRÈS BON ÉTAT,BALENCIAGA,,2022-04-02,,118.0,T-SHIRT OVERSIZE BALENCIAGATRADUIRE
836,NEUF SANS ÉTIQUETTE,GIVENCHY,,2022-04-08,,125.0,"T-SHIRT ARC-EN-CIEL ESPRIT RARE GIVENCHY, ÉTIQUETTES TAILLE XXL ATTACHÉES.TRADUIRE"
837,TRÈS BON ÉTAT,BURBERRY,,2022-04-01,,42.0,T-SHIRT À MANCHES TROIS QUARTS.TRADUIRE
838,TRÈS BON ÉTAT,LOEWE,,2022-04-01,,180.0,T-SHIRT LOEWE X PAULA'S IBIZATRADUIRE
839,NEUF AVEC ÉTIQUETTE,GANNI,,2022-04-09,,75.0,T-SHIRT CHIC GANNI. TAILLE 36.TRADUIRE
840,NEUF SANS ÉTIQUETTE,GIVENCHY,,2022-04-08,,125.0,"T-SHIRT GIVENCHY SHOULDERS TEXT, ÉTIQUETTES ATTACHÉES TAILLE XXL. EXPÉDITION RAPIDE.TRADUIRE"
841,NEUF AVEC ÉTIQUETTE,PRADA,,2022-03-28,,115.0,"T-SHIRT COL BATEAU, EN COTON, AVEC ÉTIQUETTETRADUIRE"
842,NEUF AVEC ÉTIQUETTE,HERON PRESTON,,2022-04-08,,116.29,T-SHIRT HERON PRESTON MOTIFS DE HÉRONS FENDUS. NOIR ET ORANGE TAILLE M. OVERSIZE. ÉTIQUETTES ENCORE DESSUS.TRADUIRE
843,NEUF AVEC ÉTIQUETTE,FENDI,,2022-04-07,,295.0,"T-SHIRT EN JERSEY NOIR COL ROND ET MANCHES COURTES. 
RÉALISÉ EN JERSEY DE COTON NOIR. 
ORNÉ DE L’INSCRIPTION FENDI ET D’UNE BRODERIE TON SUR TON.
VALEUR NEUVE EN BOUTIQUE : 650€
FABRIQUÉ EN ITALIETRADUIRE"
844,NEUF SANS ÉTIQUETTE,GUCCI,,2022-03-28,,199.0,"T-SHIRT GUCCI NEUF AVEC ÉTIQUETTE. 
 TAILLE XSTRADUIRE"
845,TRÈS BON ÉTAT,NIKE,,2022-04-09,,25.0,T-SHIRT NIKETRADUIRE
846,NEUF SANS ÉTIQUETTE,ACNE STUDIOS,,2022-04-09,,58.14,T-SHIRT ROSE CLAIR ACNE STUDIOS. TAILLE S. SURPIQÛRES APPARENTES GRISES ET LOGO BRODÉ SUR LE DEVANT. NOUVELLE!TRADUIRE
847,TRÈS BON ÉTAT,DIOR,,2022-03-31,,90.0,T-SHIRT CHRISTIAN DIOR À MANCHES COURTES ET BOUTONS. DÉTAIL FLEUR DE SOIE. IL EST EN TRÈS BON ÉTAT. IL N'Y A PAS D'ÉTIQUETTE INTÉRIEURE DE LA TAILLE ET DE LA COMPOSITIONTRADUIRE
848,NEUF AVEC ÉTIQUETTE,GIVENCHY,,2022-03-28,,200.0,"T-SHIRT FEMME GIVENCHY NEUF JAMAIS PORTÉ AVEC SON ÉTIQUETTE, TAILLE STRADUIRE"
849,NEUF SANS ÉTIQUETTE,NIKE X OFF-WHITE,,2022-03-24,,56.0,"T-SHIRT COLLABORATION NIKE X OFF-WHITE SUPER LIMITÉ, TAILLE S (FONCTIONNE AUSSI COMME M) PORTÉ UNE FOIS POUR L'ESSAYER. PARFAIT ÉTAT, JE LE VENDS CAR CE N'EST PAS LA BONNE TAILLE.TRADUIRE"
850,BON ÉTAT,SAINT LAURENT,,2022-04-09,,96.91,T-SHIRT BLANC AVEC LOGO SAINT LAURENT. PAS D'ÉTIQUETTE DE TAILLE MAIS A ÉTÉ ACHETÉ EN TAILLE M. TACHES MINEURES COMME INDIQUÉ SUR LES PHOTOSTRADUIRE
851,NEUF AVEC ÉTIQUETTE,ETRO,,2022-04-08,,30.0,"T-SHIRT NEW ETRO POUR HOMME AVEC ÉTIQUETTES 
PAS D'ÉTIQUETTE À L'INTÉRIEUR
TAILLE S, FABRIQUÉ EN ITALIE, LOGO IMPRIMÉ, LOGO BRODÉ SUR LA MANCHE GAUCHE
PHOTOS AVEC MESURESTRADUIRE"
852,TRÈS BON ÉTAT,GIVENCHY,,2022-03-25,,90.0,T-SHIRT GIVENCHY RICCARDO TISCI EN COTON NOIR AVEC IMPRIMÉ DOBERMANN ICONIQUE SUR LES MANCHES. TRÈS BONNE CONDITIONTRADUIRE
853,BON ÉTAT,MAISON MARTIN MARGIELA,,2022-04-01,,92.77,"T-SHIRT BALLON SS07 MAISON MARTIN MARGIELA

TAILLE 50 CONVIENT AU S/M

BON ÉTAT

TRADUIRE"
854,TRÈS BON ÉTAT,PALM ANGELS,,2022-04-06,,150.0,"T-SHIRT OURS DES GLACES PALM ANGELS, MEDIUM, ÉCRU, TRÈS BON ÉTATTRADUIRE"
855,NEUF SANS ÉTIQUETTE,NIKE X OFF-WHITE,,2022-03-24,,56.0,"T-SHIRT COLLABORATION NIKE X OFF-WHITE SUPER LIMITÉ, TAILLE S (FONCTIONNE AUSSI COMME M) PORTÉ UNE FOIS POUR L'ESSAYER. PARFAIT ÉTAT, JE LE VENDS CAR CE N'EST PAS LA BONNE TAILLE.TRADUIRE"
856,BON ÉTAT,SAINT LAURENT,,2022-04-09,,96.91,T-SHIRT BLANC AVEC LOGO SAINT LAURENT. PAS D'ÉTIQUETTE DE TAILLE MAIS A ÉTÉ ACHETÉ EN TAILLE M. TACHES MINEURES COMME INDIQUÉ SUR LES PHOTOSTRADUIRE
857,NEUF AVEC ÉTIQUETTE,ETRO,,2022-04-08,,30.0,"T-SHIRT NEW ETRO POUR HOMME AVEC ÉTIQUETTES 
PAS D'ÉTIQUETTE À L'INTÉRIEUR
TAILLE S, FABRIQUÉ EN ITALIE, LOGO IMPRIMÉ, LOGO BRODÉ SUR LA MANCHE GAUCHE
PHOTOS AVEC MESURESTRADUIRE"
858,TRÈS BON ÉTAT,GIVENCHY,,2022-03-25,,90.0,T-SHIRT GIVENCHY RICCARDO TISCI EN COTON NOIR AVEC IMPRIMÉ DOBERMANN ICONIQUE SUR LES MANCHES. TRÈS BONNE CONDITIONTRADUIRE
859,BON ÉTAT,MAISON MARTIN MARGIELA,,2022-04-01,,92.77,"T-SHIRT BALLON SS07 MAISON MARTIN MARGIELA

TAILLE 50 CONVIENT AU S/M

BON ÉTAT

TRADUIRE"
860,TRÈS BON ÉTAT,PALM ANGELS,,2022-04-06,,150.0,"T-SHIRT OURS DES GLACES PALM ANGELS, MEDIUM, ÉCRU, TRÈS BON ÉTATTRADUIRE"
861,TRÈS BON ÉTAT,OFF-WHITE,,2022-04-07,,135.0,T-SHIRT OVERSIZE PORTÉ QUELQUES FOISTRADUIRE
862,TRÈS BON ÉTAT,GIVENCHY,,2022-03-25,,99.0,"T-SHIRT NOIR GIVENCHY RICCARDO TISCI AVEC IMPRIMÉ BOUCHE DE REQUIN AVEC ÉTOILE. IMPRIMÉ ICONIQUE EN EXCELLENT ÉTAT, PRATIQUEMENT NEUFTRADUIRE"
863,TRÈS BON ÉTAT,YVES SAINT LAURENT,,2022-04-08,,67.19,"T-SHIRT BLANC CLASSIQUE
CEINTURE IMPRIMÉE FAÇON VELOURS NOIRTRADUIRE"
864,TRÈS BON ÉTAT,JACQUEMUS,,2022-04-01,,100.0,"T-SHIRT JACQUEMUS EN TAILLE SMALL. J'AI DÉCOUPÉ L'ÉTIQUETTE INTÉRIEURE DE LA MARQUE, CAR CELA ME DÉRANGEAIT. 100% COTON
PORTÉ QUELQUES FOIS SEULEMENT, TRÈS BON ÉTAT, JUSTE BESOIN D'ÊTRE REPASSÉTRADUIRE"
865,NEUF SANS ÉTIQUETTE,GUCCI,,2022-03-24,,234.0,T-SHIRT GUCCI NEUF TXXSTRADUIRE
866,NEUF AVEC ÉTIQUETTE,ANINE BING,,2022-04-07,,87.86,"T-SHIRT TIGRE COULEUR PIERRE ANINE BING TAILLE PETIT. 
100 % COTON LÉGER.TRADUIRE"
867,TRÈS BON ÉTAT,PRADA,,2022-04-08,,47.0,T-SHIRT MIS PEU DE FOIS 100% COTTONTRADUIRE
868,NEUF SANS ÉTIQUETTE,BALENCIAGA,,2022-04-05,,360.0,T-SHIRT DE NETTOYAGE À SECTRADUIRE
869,TRÈS BON ÉTAT,ADIDAS,,2022-04-02,,20.0,"T SHIRT ADIDAS ORIGINALS RIVAL GOLIE TO 
PRINTEMPS ÉTÉ 2018
RAWIND/BLANC/LEGINK 
TAILLE S UK/US/IT
PRIX D'ORIGINE 74,95 € [[ 2]]PARFAIT ÉTAT, ÉTIQUETTE D'ORIGINE, PORTÉ 5 FOIS 
100% D'ORIGINETRADUIRE"
870,NEUF AVEC ÉTIQUETTE,ANINE BING,,2022-04-07,,87.86,"T-SHIRT ANINE BING LILI TAILLE PETIT. 
100 % COTON.TRADUIRE"
871,NEUF AVEC ÉTIQUETTE,LOUIS VUITTON,,2022-04-06,,160.0,"T-SHIRT LOUIS VUITTON NEUF AVEC ÉTIQUETTE 
TRADUIRE"
872,NEUF SANS ÉTIQUETTE,DIOR,,2022-04-07,,350.0,"T-SHIRT DIOR "" AROUND THE WORLD "" STELLA MOTIF, BLANC AVEC IMPRIMÉ BLEU, NEUF ET JAMAIS PORTÉ, Y COMPRIS TOUTES LES CARTES/ÉTIQUETTES, TAILLE M, COUPE CLASSIQUE, 85 % COTON, 15 % LIN, FABRIQUÉ EN ITALIE.TRADUIRE"
873,TRÈS BON ÉTAT,PRADA,,2022-03-28,,40.0,T-SHIRT BLEU CLAIR. TISSU AVEC FILET.TRADUIRE
874,NEUF SANS ÉTIQUETTE,BALENCIAGA,,2022-04-07,,258.41,T-SHIRT OVERSIZE BALENCIAGA (TAILLE XS). JAMAIS PORTÉ ET COMPREND DES ÉTIQUETTES.TRADUIRE
875,BON ÉTAT,GIVENCHY,,2022-04-06,,83.98,"T-SHIRT À POCHE EN COTON BLANC GIVENCHY DES ANNÉES 80. TAILLE DE L'ÉTIQUETTE D'ENTRETIEN : L. TAILLE : L. 100 % COTON. CONDITION EXCELLENTE. L'ARTICLE MONTRE DES SIGNES D'UTILISATION DOUCE. LÉGÈRE MARQUE SUR LE DEVANT, MARQUE AU VERSO ÉGALE...LIRE LA SUITETRADUIRE"
876,NEUF SANS ÉTIQUETTE,ANINE BING,,2022-04-07,,87.86,"T-SHIRT DE SPORT ANINE BING TAILLE PETIT.
100% COTON.TRADUIRE"
877,TRÈS BON ÉTAT,PRADA,,2022-04-08,,45.0,"T-SHIRT FEMME PRADA, TAILLE S/M 
 SUR LE CÔTÉ GAUCHE A UNE FERMETURE ÉCLAIR PRADA 
TRADUIRE"
878,TRÈS BON ÉTAT,DIOR HOMME,,2022-03-23,,122.0,"T SHIRT DIOR HOMME - TAILLE M
TRÈS BON ÉTATTRADUIRE"
879,NEUF SANS ÉTIQUETTE,HERON PRESTON,,2022-04-07,,80.0,T-SHIRT HÉRON PRESTONTRADUIRE
880,NEUF SANS ÉTIQUETTE,SAINT LAURENT,,2022-03-23,,150.0,"T SHIRT EN LIN SAINT LAURENT JAMAIS PORTÉ!
TAILLE S 
MODÈLE UN PEU ""LOOSE""TRADUIRE"
881,NEUF AVEC ÉTIQUETTE,GUCCI,,2022-03-04,,148.59,T-SHIRT GUCCITRADUIRE
882,TRÈS BON ÉTAT,ANINE BING,,2022-04-07,,50.0,T-SHIRT - FAYE DUNAWAY PAR LE LÉGENDAIRE PHOTOGRAPHE TERRY O'NEILLTRADUIRE
883,TRÈS BON ÉTAT,ACNE STUDIOS,,2022-04-07,,38.0,T-SHIRT FIN ÉCRU ACNE STUDIOS TAILLE MTRADUIRE
884,BON ÉTAT,JORDAN,,2022-04-09,,20.0,"T-SHIRT SURDIMENSIONNÉ 
TRADUIRE"
885,NEUF AVEC ÉTIQUETTE,SUPREME X THE NORTH FACE,,2022-04-07,,90.0,"T-SHIRT ACHETÉ SUR LE SITE SUPRÊME.
TAILLE L
PRODUIT JAMAIS SORTI DE SON EMBALLAGE (COMME SUR LES PHOTOS)
ENVOIE RAPIDE ET SOIGNÉ.
PLUS D’INFORMATIONS EN MESSAGES, J’ESSAIE DE RÉPONDRE AU PLUS VITE.TRADUIRE"
886,NEUF SANS ÉTIQUETTE,BALENCIAGA,,2022-04-05,,300.0,T-SHIRT COUPE LARGE SALUT MON NOM ESTTRADUIRE
887,BON ÉTAT,ACNE STUDIOS,,2022-04-08,,55.0,T-SHIRT ACNE STUDIOS COULEUR PEAU TAILLE M UTILISÉ MAIS BON ÉTAT ACNESTUDIOSTRADUIRE
888,NEUF SANS ÉTIQUETTE,PRADA,,2022-04-06,,110.0,"T-SHIRT INDÉMODABLE PRADA EN COTON RAYÉ À ENCOLURE BATEAU. LA COULEUR EST BLEU ET BLANC. IL Y A AUSSI UNE ÉTIQUETTE PRADA À L'ARRIÈRE DU COU. SA TAILLE M MAIS POUR ÊTRE HONNÊTE C'EST UN PETIT AJUSTEMENT, PLUS UN S. IRAIT AUSSI À UNE FILLE.TRADUIRE"
889,NEUF SANS ÉTIQUETTE,PRADA,,2022-04-06,,110.0,"T-SHIRT INDÉMODABLE PRADA EN COTON RAYÉ À ENCOLURE BATEAU. LA COULEUR EST BLEU ET BLANC. IL Y A AUSSI UNE ÉTIQUETTE PRADA À L'ARRIÈRE DU COU. SA TAILLE M MAIS POUR ÊTRE HONNÊTE C'EST UN PETIT AJUSTEMENT, PLUS UN S. IRAIT AUSSI À UNE FILLE.TRADUIRE"
890,TRÈS BON ÉTAT,SAINT LAURENT,,2022-04-08,,96.91,"T-SHIRT ROSE SAINT LAURENT

PORTÉ QUELQUES FOIS SEULEMENT.
ACHETÉ CHEZ NET-A-PORTER

PRIX CONSEILLÉ : 265 £[[2] ]]TAILLE LTRADUIRE"
891,NEUF SANS ÉTIQUETTE,GUCCI,,2022-03-21,,240.0,"T-SHIRT IMPRIMÉ GRAPHIQUE GUCCI SEXINESS, FABRIQUÉ EN ITALIE

TAILLE : M 
MATIÈRE : COTON 100%TRADUIRE"
892,BON ÉTAT,PRADA,,2022-03-30,,63.0,T-SHIRT AVEC ZIP SUR LE DEVANT BLEU CLAIR AU DOS PORTE UNE POCHE COMME SUR LA PHOTOTRADUIRE
